,Year,Area,Count
931,1980,Southern Africa,2.0
932,1980,Southern Europe,2.0
933,1980,West Indies,7.0
934,1980,Western Africa,1.0
935,1980,Western Europe,130.0
936,1981,Central Africa,0.0
937,1981,Central America,17.0
938,1981,Central Asia,1.0
939,1981,Central Europe,2.0
940,1981,East Asia,17.0
941,1981,Eastern Africa,0.0
942,1981,Eastern Europe,1.0
943,1981,Indian Ocean,0.0
944,1981,North America,164.0
945,1981,Northern Africa,3.0
946,1981,Northern Asia,0.0
947,1981,Northern Europe,7.0
948,1981,Pacific,34.0
949,1981,South America,19.0
950,1981,South Asia,5.0
951,1981,South East Asia,27.0
952,1981,South East Europe,2.0
953,1981,South West Asia,3.0
954,1981,South West Europe,6.0
955,1981,Southern Africa,2.0
956,1981,Southern Europe,2.0
957,1981,West Indies,7.0
958,1981,Western Africa,1.0
959,1981,Western Europe,133.0
960,1982,Central Africa,0.0
961,1982,Central America,18.0
962,1982,Central Asia,1.0
963,1982,Central Europe,2.0
964,1982,East Asia,17.0
965,1982,Eastern Africa,0.0
966,1982,Eastern Europe,1.0
967,1982,Indian Ocean,0.0
968,1982,North America,173.0
969,1982,Northern Africa,3.0
970,1982,Northern Asia,0.0
971,1982,Northern Europe,7.0
972,1982,Pacific,36.0
973,1982,South America,19.0
974,1982,South Asia,6.0
975,1982,South East Asia,27.0
976,1982,South East Europe,2.0
977,1982,South West Asia,3.0
978,1982,South West Europe,6.0
979,1982,Southern Africa,2.0
980,1982,Southern Europe,2.0
981,1982,West Indies,7.0
982,1982,Western Africa,1.0
983,1982,Western Europe,139.0
984,1983,Central Africa,0.0
985,1983,Central America,19.0
986,1983,Central Asia,1.0
987,1983,Central Europe,2.0
988,1983,East Asia,17.0
989,1983,Eastern Africa,0.0
990,1983,Eastern Europe,1.0
991,1983,Indian Ocean,0.0
992,1983,North America,179.0
993,1983,Northern Africa,3.0
994,1983,Northern Asia,0.0
995,1983,Northern Europe,8.0
996,1983,Pacific,40.0
997,1983,South America,22.0
998,1983,South Asia,6.0
999,1983,South East Asia,27.0
1000,1983,South East Europe,2.0
1001,1983,South West Asia,3.0
1002,1983,South West Europe,6.0
1003,1983,Southern Africa,2.0
1004,1983,Southern Europe,2.0
1005,1983,West Indies,8.0
1006,1983,Western Africa,1.0
1007,1983,Western Europe,144.0
1008,1984,Central Africa,0.0
1009,1984,Central America,21.0
1010,1984,Central Asia,1.0
1011,1984,Central Europe,2.0
1012,1984,East Asia,17.0
1013,1984,Eastern Africa,0.0
1014,1984,Eastern Europe,1.0
1015,1984,Indian Ocean,0.0
1016,1984,North America,189.0
1017,1984,Northern Africa,3.0
1018,1984,Northern Asia,0.0
1019,1984,Northern Europe,8.0
1020,1984,Pacific,42.0
1021,1984,South America,24.0
1022,1984,South Asia,6.0
1023,1984,South East Asia,27.0
1024,1984,South East Europe,2.0
1025,1984,South West Asia,4.0
1026,1984,South West Europe,6.0
1027,1984,Southern Africa,2.0
1028,1984,Southern Europe,2.0
1029,1984,West Indies,9.0
1030,1984,Western Africa,1.0
1031,1984,Western Europe,151.0
1032,1985,Central Africa,0.0
1033,1985,Central America,22.0
1034,1985,Central Asia,1.0
1035,1985,Central Europe,2.0
1036,1985,East Asia,18.0
1037,1985,Eastern Africa,0.0
1038,1985,Eastern Europe,2.0
1039,1985,Indian Ocean,0.0
1040,1985,North America,199.0
1041,1985,Northern Africa,3.0
1042,1985,Northern Asia,0.0
1043,1985,Northern Europe,8.0
1044,1985,Pacific,43.0
1045,1985,South America,25.0
1046,1985,South Asia,8.0
1047,1985,South East Asia,28.0
1048,1985,South East Europe,3.0
1049,1985,South West Asia,4.0
1050,1985,South West Europe,6.0
1051,1985,Southern Africa,2.0
1052,1985,Southern Europe,2.0
1053,1985,West Indies,9.0
1054,1985,Western Africa,1.0
1055,1985,Western Europe,155.0
1056,1986,Central Africa,0.0
1057,1986,Central America,22.0
1058,1986,Central Asia,1.0
1059,1986,Central Europe,2.0
1060,1986,East Asia,18.0
1061,1986,Eastern Africa,0.0
1062,1986,Eastern Europe,2.0
1063,1986,Indian Ocean,0.0
1064,1986,North America,203.0
1065,1986,Northern Africa,4.0
1066,1986,Northern Asia,0.0
1067,1986,Northern Europe,8.0
1068,1986,Pacific,47.0
1069,1986,South America,26.0
1070,1986,South Asia,9.0
1071,1986,South East Asia,29.0
1072,1986,South East Europe,6.0
1073,1986,South West Asia,4.0
1074,1986,South West Europe,7.0
1075,1986,Southern Africa,2.0
1076,1986,Southern Europe,2.0
1077,1986,West Indies,10.0
1078,1986,Western Africa,1.0
1079,1986,Western Europe,164.0
1080,1987,Central Africa,0.0
1081,1987,Central America,22.0
1082,1987,Central Asia,4.0
1083,1987,Central Europe,2.0
1084,1987,East Asia,18.0
1085,1987,Eastern Africa,0.0
1086,1987,Eastern Europe,2.0
1087,1987,Indian Ocean,0.0
1088,1987,North America,215.0
1089,1987,Northern Africa,4.0
1090,1987,Northern Asia,0.0
1091,1987,Northern Europe,8.0
1092,1987,Pacific,50.0
1093,1987,South America,27.0
1094,1987,South Asia,9.0
1095,1987,South East Asia,31.0
1096,1987,South East Europe,7.0
1097,1987,South West Asia,5.0
1098,1987,South West Europe,7.0
1099,1987,Southern Africa,2.0
1100,1987,Southern Europe,2.0
1101,1987,West Indies,10.0
1102,1987,Western Africa,1.0
1103,1987,Western Europe,174.0
1104,1988,Central Africa,0.0
1105,1988,Central America,22.0
1106,1988,Central Asia,4.0
1107,1988,Central Europe,2.0
1108,1988,East Asia,19.0
1109,1988,Eastern Africa,0.0
1110,1988,Eastern Europe,2.0
1111,1988,Indian Ocean,0.0
1112,1988,North America,225.0
1113,1988,Northern Africa,4.0
1114,1988,Northern Asia,0.0
1115,1988,Northern Europe,8.0
1116,1988,Pacific,54.0
1117,1988,South America,29.0
1118,1988,South Asia,9.0
1119,1988,South East Asia,31.0
1120,1988,South East Europe,9.0
1121,1988,South West Asia,5.0
1122,1988,South West Europe,7.0
1123,1988,Southern Africa,2.0
1124,1988,Southern Europe,2.0
1125,1988,West Indies,10.0
1126,1988,Western Africa,1.0
1127,1988,Western Europe,182.0
1128,1989,Central Africa,0.0
1129,1989,Central America,23.0
1130,1989,Central Asia,4.0
1131,1989,Central Europe,2.0
1132,1989,East Asia,20.0
1133,1989,Eastern Africa,0.0
1134,1989,Eastern Europe,3.0
1135,1989,Indian Ocean,0.0
1136,1989,North America,232.0
1137,1989,Northern Africa,5.0
1138,1989,Northern Asia,0.0
1139,1989,Northern Europe,9.0
1140,1989,Pacific,54.0
1141,1989,South America,31.0
1142,1989,South Asia,9.0
1143,1989,South East Asia,31.0
1144,1989,South East Europe,10.0
1145,1989,South West Asia,8.0
1146,1989,South West Europe,8.0
1147,1989,Southern Africa,2.0
1148,1989,Southern Europe,2.0
1149,1989,West Indies,10.0
1150,1989,Western Africa,1.0
1151,1989,Western Europe,189.0
1152,1990,Central Africa,0.0
1153,1990,Central America,23.0
1154,1990,Central Asia,5.0
1155,1990,Central Europe,2.0
1156,1990,East Asia,21.0
1157,1990,Eastern Africa,0.0
1158,1990,Eastern Europe,3.0
1159,1990,Indian Ocean,0.0
1160,1990,North America,247.0
1161,1990,Northern Africa,6.0
1162,1990,Northern Asia,0.0
1163,1990,Northern Europe,10.0
1164,1990,Pacific,58.0
1165,1990,South America,33.0
1166,1990,South Asia,9.0
1167,1990,South East Asia,31.0
1168,1990,South East Europe,11.0
1169,1990,South West Asia,11.0
1170,1990,South West Europe,8.0
1171,1990,Southern Africa,2.0
1172,1990,Southern Europe,2.0
1173,1990,West Indies,10.0
1174,1990,Western Africa,1.0
1175,1990,Western Europe,198.0
1176,1991,Central Africa,0.0
1177,1991,Central America,26.0
1178,1991,Central Asia,5.0
1179,1991,Central Europe,2.0
1180,1991,East Asia,21.0
1181,1991,Eastern Africa,0.0
1182,1991,Eastern Europe,3.0
1183,1991,Indian Ocean,0.0
1184,1991,North America,260.0
1185,1991,Northern Africa,6.0
1186,1991,Northern Asia,1.0
1187,1991,Northern Europe,10.0
1188,1991,Pacific,60.0
1189,1991,South America,34.0
1190,1991,South Asia,10.0
1191,1991,South East Asia,32.0
1192,1991,South East Europe,12.0
1193,1991,South West Asia,13.0
1194,1991,South West Europe,8.0
1195,1991,Southern Africa,2.0
1196,1991,Southern Europe,2.0
1197,1991,West Indies,10.0
1198,1991,Western Africa,1.0
1199,1991,Western Europe,204.0
1200,1992,Central Africa,0.0
1201,1992,Central America,27.0
1202,1992,Central Asia,5.0
1203,1992,Central Europe,2.0
1204,1992,East Asia,21.0
1205,1992,Eastern Africa,0.0
1206,1992,Eastern Europe,4.0
1207,1992,Indian Ocean,0.0
1208,1992,North America,271.0
1209,1992,Northern Africa,6.0
1210,1992,Northern Asia,1.0
1211,1992,Northern Europe,12.0
1212,1992,Pacific,67.0
1213,1992,South America,34.0
1214,1992,South Asia,11.0
1215,1992,South East Asia,32.0
1216,1992,South East Europe,12.0
1217,1992,South West Asia,13.0
1218,1992,South West Europe,8.0
1219,1992,Southern Africa,3.0
1220,1992,Southern Europe,3.0
1221,1992,West Indies,10.0
1222,1992,Western Africa,1.0
1223,1992,Western Europe,213.0
1224,1993,Central Africa,0.0
1225,1993,Central America,27.0
1226,1993,Central Asia,5.0
1227,1993,Central Europe,2.0
1228,1993,East Asia,21.0
1229,1993,Eastern Africa,0.0
1230,1993,Eastern Europe,6.0
1231,1993,Indian Ocean,0.0
1232,1993,North America,287.0
1233,1993,Northern Africa,6.0
1234,1993,Northern Asia,1.0
1235,1993,Northern Europe,12.0
1236,1993,Pacific,71.0
1237,1993,South America,36.0
1238,1993,South Asia,14.0
1239,1993,South East Asia,32.0
1240,1993,South East Europe,14.0
1241,1993,South West Asia,14.0
1242,1993,South West Europe,8.0
1243,1993,Southern Africa,4.0
1244,1993,Southern Europe,3.0
1245,1993,West Indies,10.0
1246,1993,Western Africa,1.0
1247,1993,Western Europe,228.0
1248,1994,Central Africa,0.0
1249,1994,Central America,32.0
1250,1994,Central Asia,5.0
1251,1994,Central Europe,2.0
1252,1994,East Asia,21.0
1253,1994,Eastern Africa,0.0
1254,1994,Eastern Europe,7.0
1255,1994,Indian Ocean,0.0
1256,1994,North America,306.0
1257,1994,Northern Africa,6.0
1258,1994,Northern Asia,1.0
1259,1994,Northern Europe,13.0
1260,1994,Pacific,74.0
1261,1994,South America,38.0
1262,1994,South Asia,18.0
1263,1994,South East Asia,33.0
1264,1994,South East Europe,14.0
1265,1994,South West Asia,15.0
1266,1994,South West Europe,8.0
1267,1994,Southern Africa,5.0
1268,1994,Southern Europe,3.0
1269,1994,West Indies,11.0
1270,1994,Western Africa,1.0
1271,1994,Western Europe,246.0
1272,1995,Central Africa,0.0
1273,1995,Central America,34.0
1274,1995,Central Asia,5.0
1275,1995,Central Europe,2.0
1276,1995,East Asia,22.0
1277,1995,Eastern Africa,0.0
1278,1995,Eastern Europe,8.0
1279,1995,Indian Ocean,0.0
1280,1995,North America,330.0
1281,1995,Northern Africa,6.0
1282,1995,Northern Asia,1.0
1283,1995,Northern Europe,14.0
1284,1995,Pacific,79.0
1285,1995,South America,42.0
1286,1995,South Asia,19.0
1287,1995,South East Asia,34.0
1288,1995,South East Europe,16.0
1289,1995,South West Asia,18.0
1290,1995,South West Europe,8.0
1291,1995,Southern Africa,5.0
1292,1995,Southern Europe,4.0
1293,1995,West Indies,12.0
1294,1995,Western Africa,1.0
1295,1995,Western Europe,265.0
1296,1996,Central Africa,0.0
1297,1996,Central America,41.0
1298,1996,Central Asia,5.0
1299,1996,Central Europe,2.0
1300,1996,East Asia,23.0
1301,1996,Eastern Africa,0.0
1302,1996,Eastern Europe,9.0
1303,1996,Indian Ocean,0.0
1304,1996,North America,371.0
1305,1996,Northern Africa,6.0
1306,1996,Northern Asia,1.0
1307,1996,Northern Europe,15.0
1308,1996,Pacific,90.0
1309,1996,South America,45.0
1310,1996,South Asia,21.0
1311,1996,South East Asia,35.0
1312,1996,South East Europe,16.0
1313,1996,South West Asia,19.0
1314,1996,South West Europe,11.0
1315,1996,Southern Africa,6.0
1316,1996,Southern Europe,4.0
1317,1996,West Indies,12.0
1318,1996,Western Africa,1.0
1319,1996,Western Europe,302.0
1320,1997,Central Africa,0.0
1321,1997,Central America,44.0
1322,1997,Central Asia,5.0
1323,1997,Central Europe,2.0
1324,1997,East Asia,23.0
1325,1997,Eastern Africa,1.0
1326,1997,Eastern Europe,11.0
1327,1997,Indian Ocean,0.0
1328,1997,North America,423.0
1329,1997,Northern Africa,7.0
1330,1997,Northern Asia,1.0
1331,1997,Northern Europe,18.0
1332,1997,Pacific,101.0
1333,1997,South America,50.0
1334,1997,South Asia,22.0
1335,1997,South East Asia,40.0
1336,1997,South East Europe,17.0
1337,1997,South West Asia,21.0
1338,1997,South West Europe,13.0
1339,1997,Southern Africa,6.0
1340,1997,Southern Europe,4.0
1341,1997,West Indies,12.0
1342,1997,Western Africa,1.0
1343,1997,Western Europe,347.0
1344,1998,Central Africa,0.0
1345,1998,Central America,48.0
1346,1998,Central Asia,5.0
1347,1998,Central Europe,2.0
1348,1998,East Asia,25.0
1349,1998,Eastern Africa,1.0
1350,1998,Eastern Europe,11.0
1351,1998,Indian Ocean,0.0
1352,1998,North America,497.0
1353,1998,Northern Africa,9.0
1354,1998,Northern Asia,2.0
1355,1998,Northern Europe,20.0
1356,1998,Pacific,121.0
1357,1998,South America,53.0
1358,1998,South Asia,25.0
1359,1998,South East Asia,44.0
1360,1998,South East Europe,20.0
1361,1998,South West Asia,22.0
1362,1998,South West Europe,16.0
1363,1998,Southern Africa,7.0
1364,1998,Southern Europe,4.0
1365,1998,West Indies,13.0
1366,1998,Western Africa,1.0
1367,1998,Western Europe,400.0
1368,1999,Central Africa,0.0
1369,1999,Central America,58.0
1370,1999,Central Asia,5.0
1371,1999,Central Europe,2.0
1372,1999,East Asia,32.0
1373,1999,Eastern Africa,1.0
1374,1999,Eastern Europe,14.0
1375,1999,Indian Ocean,0.0
1376,1999,North America,608.0
1377,1999,Northern Africa,9.0
1378,1999,Northern Asia,2.0
1379,1999,Northern Europe,25.0
1380,1999,Pacific,148.0
1381,1999,South America,62.0
1382,1999,South Asia,30.0
1383,1999,South East Asia,50.0
1384,1999,South East Europe,21.0
1385,1999,South West Asia,24.0
1386,1999,South West Europe,16.0
1387,1999,Southern Africa,9.0
1388,1999,Southern Europe,5.0
1389,1999,West Indies,16.0
1390,1999,Western Africa,1.0
1391,1999,Western Europe,474.0
1392,2000,Central Africa,0.0
1393,2000,Central America,68.0
1394,2000,Central Asia,5.0
1395,2000,Central Europe,5.0
1396,2000,East Asia,36.0
1397,2000,Eastern Africa,1.0
1398,2000,Eastern Europe,16.0
1399,2000,Indian Ocean,0.0
1400,2000,North America,718.0
1401,2000,Northern Africa,12.0
1402,2000,Northern Asia,3.0
1403,2000,Northern Europe,32.0
1404,2000,Pacific,179.0
1405,2000,South America,71.0
1406,2000,South Asia,39.0
1407,2000,South East Asia,58.0
1408,2000,South East Europe,27.0
1409,2000,South West Asia,29.0
1410,2000,South West Europe,18.0
1411,2000,Southern Africa,14.0
1412,2000,Southern Europe,5.0
1413,2000,West Indies,17.0
1414,2000,Western Africa,1.0
1415,2000,Western Europe,596.0
1416,2001,Central Africa,0.0
1417,2001,Central America,75.0
1418,2001,Central Asia,5.0
1419,2001,Central Europe,9.0
1420,2001,East Asia,36.0
1421,2001,Eastern Africa,1.0
1422,2001,Eastern Europe,18.0
1423,2001,Indian Ocean,0.0
1424,2001,North America,885.0
1425,2001,Northern Africa,16.0
1426,2001,Northern Asia,3.0
1427,2001,Northern Europe,42.0
1428,2001,Pacific,227.0
1429,2001,South America,79.0
1430,2001,South Asia,54.0
1431,2001,South East Asia,73.0
1432,2001,South East Europe,34.0
1433,2001,South West Asia,36.0
1434,2001,South West Europe,29.0
1435,2001,Southern Africa,22.0
1436,2001,Southern Europe,6.0
1437,2001,West Indies,19.0
1438,2001,Western Africa,1.0
1439,2001,Western Europe,748.0
1440,2002,Central Africa,0.0
1441,2002,Central America,94.0
1442,2002,Central Asia,5.0
1443,2002,Central Europe,12.0
1444,2002,East Asia,41.0
1445,2002,Eastern Africa,2.0
1446,2002,Eastern Europe,22.0
1447,2002,Indian Ocean,0.0
1448,2002,North America,1088.0
1449,2002,Northern Africa,18.0
1450,2002,Northern Asia,3.0
1451,2002,Northern Europe,49.0
1452,2002,Pacific,285.0
1453,2002,South America,90.0
1454,2002,South Asia,61.0
1455,2002,South East Asia,85.0
1456,2002,South East Europe,47.0
1457,2002,South West Asia,45.0
1458,2002,South West Europe,35.0
1459,2002,Southern Africa,24.0
1460,2002,Southern Europe,12.0
1461,2002,West Indies,21.0
1462,2002,Western Africa,2.0
1463,2002,Western Europe,930.0
1464,2003,Central Africa,0.0
1465,2003,Central America,111.0
1466,2003,Central Asia,5.0
1467,2003,Central Europe,17.0
1468,2003,East Asia,47.0
1469,2003,Eastern Africa,4.0
1470,2003,Eastern Europe,23.0
1471,2003,Indian Ocean,0.0
1472,2003,North America,1422.0
1473,2003,Northern Africa,20.0
1474,2003,Northern Asia,3.0
1475,2003,Northern Europe,68.0
1476,2003,Pacific,350.0
1477,2003,South America,107.0
1478,2003,South Asia,77.0
1479,2003,South East Asia,99.0
1480,2003,South East Europe,53.0
1481,2003,South West Asia,57.0
1482,2003,South West Europe,48.0
1483,2003,Southern Africa,30.0
1484,2003,Southern Europe,15.0
1485,2003,West Indies,23.0
1486,2003,Western Africa,3.0
1487,2003,Western Europe,1124.0
1488,2004,Central Africa,0.0
1489,2004,Central America,134.0
1490,2004,Central Asia,6.0
1491,2004,Central Europe,20.0
1492,2004,East Asia,54.0
1493,2004,Eastern Africa,4.0
1494,2004,Eastern Europe,24.0
1495,2004,Indian Ocean,0.0
1496,2004,North America,1733.0
1497,2004,Northern Africa,21.0
1498,2004,Northern Asia,4.0
1499,2004,Northern Europe,78.0
1500,2004,Pacific,402.0
1501,2004,South America,120.0
1502,2004,South Asia,97.0
1503,2004,South East Asia,113.0
1504,2004,South East Europe,61.0
1505,2004,South West Asia,73.0
1506,2004,South West Europe,61.0
1507,2004,Southern Africa,39.0
1508,2004,Southern Europe,18.0
1509,2004,West Indies,28.0
1510,2004,Western Africa,4.0
1511,2004,Western Europe,1293.0
1512,2005,Central Africa,0.0
1513,2005,Central America,154.0
1514,2005,Central Asia,7.0
1515,2005,Central Europe,22.0
1516,2005,East Asia,62.0
1517,2005,Eastern Africa,5.0
1518,2005,Eastern Europe,30.0
1519,2005,Indian Ocean,1.0
1520,2005,North America,1951.0
1521,2005,Northern Africa,21.0
1522,2005,Northern Asia,6.0
1523,2005,Northern Europe,85.0
1524,2005,Pacific,465.0
1525,2005,South America,129.0
1526,2005,South Asia,110.0
1527,2005,South East Asia,117.0
1528,2005,South East Europe,72.0
1529,2005,South West Asia,83.0
1530,2005,South West Europe,68.0
1531,2005,Southern Africa,41.0
1532,2005,Southern Europe,20.0
1533,2005,West Indies,35.0
1534,2005,Western Africa,6.0
1535,2005,Western Europe,1448.0
1536,2006,Central Africa,0.0
1537,2006,Central America,170.0
1538,2006,Central Asia,7.0
1539,2006,Central Europe,27.0
1540,2006,East Asia,67.0
1541,2006,Eastern Africa,5.0
1542,2006,Eastern Europe,39.0
1543,2006,Indian Ocean,1.0
1544,2006,North America,2125.0
1545,2006,Northern Africa,23.0
1546,2006,Northern Asia,6.0
1547,2006,Northern Europe,88.0
1548,2006,Pacific,519.0
1549,2006,South America,141.0
1550,2006,South Asia,127.0
1551,2006,South East Asia,127.0
1552,2006,South East Europe,82.0
1553,2006,South West Asia,100.0
1554,2006,South West Europe,72.0
1555,2006,Southern Africa,45.0
1556,2006,Southern Europe,22.0
1557,2006,West Indies,39.0
1558,2006,Western Africa,7.0
1559,2006,Western Europe,1656.0
1560,2007,Central Africa,0.0
1561,2007,Central America,185.0
1562,2007,Central Asia,7.0
1563,2007,Central Europe,30.0
1564,2007,East Asia,77.0
1565,2007,Eastern Africa,5.0
1566,2007,Eastern Europe,40.0
1567,2007,Indian Ocean,1.0
1568,2007,North America,2313.0
1569,2007,Northern Africa,24.0
1570,2007,Northern Asia,7.0
1571,2007,Northern Europe,96.0
1572,2007,Pacific,552.0
1573,2007,South America,152.0
1574,2007,South Asia,154.0
1575,2007,South East Asia,136.0
1576,2007,South East Europe,89.0
1577,2007,South West Asia,108.0
1578,2007,South West Europe,75.0
1579,2007,Southern Africa,48.0
1580,2007,Southern Europe,24.0
1581,2007,West Indies,40.0
1582,2007,Western Africa,8.0
1583,2007,Western Europe,1837.0
1584,2008,Central Africa,0.0
1585,2008,Central America,199.0
1586,2008,Central Asia,7.0
1587,2008,Central Europe,31.0
1588,2008,East Asia,84.0
1589,2008,Eastern Africa,5.0
1590,2008,Eastern Europe,45.0
1591,2008,Indian Ocean,1.0
1592,2008,North America,2450.0
1593,2008,Northern Africa,25.0
1594,2008,Northern Asia,7.0
1595,2008,Northern Europe,102.0
1596,2008,Pacific,581.0
1597,2008,South America,164.0
1598,2008,South Asia,175.0
1599,2008,South East Asia,139.0
1600,2008,South East Europe,92.0
1601,2008,South West Asia,117.0
1602,2008,South West Europe,85.0
1603,2008,Southern Africa,53.0
1604,2008,Southern Europe,26.0
1605,2008,West Indies,41.0
1606,2008,Western Africa,8.0
1607,2008,Western Europe,2046.0
1608,2009,Central Africa,0.0
1609,2009,Central America,209.0
1610,2009,Central Asia,7.0
1611,2009,Central Europe,35.0
1612,2009,East Asia,90.0
1613,2009,Eastern Africa,6.0
1614,2009,Eastern Europe,49.0
1615,2009,Indian Ocean,2.0
1616,2009,North America,2602.0
1617,2009,Northern Africa,27.0
1618,2009,Northern Asia,8.0
1619,2009,Northern Europe,113.0
1620,2009,Pacific,604.0
1621,2009,South America,177.0
1622,2009,South Asia,191.0
1623,2009,South East Asia,149.0
1624,2009,South East Europe,97.0
1625,2009,South West Asia,129.0
1626,2009,South West Europe,91.0
1627,2009,Southern Africa,66.0
1628,2009,Southern Europe,27.0
1629,2009,West Indies,44.0
1630,2009,Western Africa,8.0
1631,2009,Western Europe,2316.0
1632,2010,Central Africa,0.0
1633,2010,Central America,217.0
1634,2010,Central Asia,8.0
1635,2010,Central Europe,39.0
1636,2010,East Asia,97.0
1637,2010,Eastern Africa,8.0
1638,2010,Eastern Europe,50.0
1639,2010,Indian Ocean,2.0
1640,2010,North America,2760.0
1641,2010,Northern Africa,28.0
1642,2010,Northern Asia,8.0
1643,2010,Northern Europe,118.0
1644,2010,Pacific,628.0
1645,2010,South America,183.0
1646,2010,South Asia,202.0
1647,2010,South East Asia,161.0
1648,2010,South East Europe,102.0
1649,2010,South West Asia,135.0
1650,2010,South West Europe,98.0
1651,2010,Southern Africa,71.0
1652,2010,Southern Europe,33.0
1653,2010,West Indies,46.0
1654,2010,Western Africa,8.0
1655,2010,Western Europe,2471.0
1656,2011,Central Africa,0.0
1657,2011,Central America,231.0
1658,2011,Central Asia,8.0
1659,2011,Central Europe,41.0
1660,2011,East Asia,102.0
1661,2011,Eastern Africa,8.0
1662,2011,Eastern Europe,54.0
1663,2011,Indian Ocean,2.0
1664,2011,North America,2910.0
1665,2011,Northern Africa,30.0
1666,2011,Northern Asia,8.0
1667,2011,Northern Europe,126.0
1668,2011,Pacific,643.0
1669,2011,South America,189.0
1670,2011,South Asia,210.0
1671,2011,South East Asia,171.0
1672,2011,South East Europe,109.0
1673,2011,South West Asia,149.0
1674,2011,South West Europe,101.0
1675,2011,Southern Africa,79.0
1676,2011,Southern Europe,35.0
1677,2011,West Indies,53.0
1678,2011,Western Africa,10.0
1679,2011,Western Europe,2545.0
1680,2012,Central Africa,1.0
1681,2012,Central America,242.0
1682,2012,Central Asia,8.0
1683,2012,Central Europe,46.0
1684,2012,East Asia,114.0
1685,2012,Eastern Africa,9.0
1686,2012,Eastern Europe,54.0
1687,2012,Indian Ocean,2.0
1688,2012,North America,3197.0
1689,2012,Northern Africa,32.0
1690,2012,Northern Asia,9.0
1691,2012,Northern Europe,133.0
1692,2012,Pacific,674.0
1693,2012,South America,195.0
1694,2012,South Asia,242.0
1695,2012,South East Asia,181.0
1696,2012,South East Europe,119.0
1697,2012,South West Asia,161.0
1698,2012,South West Europe,112.0
1699,2012,Southern Africa,96.0
1700,2012,Southern Europe,37.0
1701,2012,West Indies,60.0
1702,2012,Western Africa,11.0
1703,2012,Western Europe,2665.0
1704,2013,Central Africa,1.0
1705,2013,Central America,260.0
1706,2013,Central Asia,8.0
1707,2013,Central Europe,47.0
1708,2013,East Asia,117.0
1709,2013,Eastern Africa,10.0
1710,2013,Eastern Europe,60.0
1711,2013,Indian Ocean,4.0
1712,2013,North America,3512.0
1713,2013,Northern Africa,33.0
1714,2013,Northern Asia,9.0
1715,2013,Northern Europe,136.0
1716,2013,Pacific,717.0
1717,2013,South America,204.0
1718,2013,South Asia,267.0
1719,2013,South East Asia,194.0
1720,2013,South East Europe,128.0
1721,2013,South West Asia,171.0
1722,2013,South West Europe,113.0
1723,2013,Southern Africa,104.0
1724,2013,Southern Europe,40.0
1725,2013,West Indies,64.0
1726,2013,Western Africa,11.0
1727,2013,Western Europe,2740.0
1728,2014,Central Africa,1.0
1729,2014,Central America,266.0
1730,2014,Central Asia,8.0
1731,2014,Central Europe,48.0
1732,2014,East Asia,120.0
1733,2014,Eastern Africa,11.0
1734,2014,Eastern Europe,60.0
1735,2014,Indian Ocean,4.0
1736,2014,North America,3573.0
1737,2014,Northern Africa,33.0
1738,2014,Northern Asia,9.0
1739,2014,Northern Europe,138.0
1740,2014,Pacific,732.0
1741,2014,South America,206.0
1742,2014,South Asia,282.0
1743,2014,South East Asia,198.0
1744,2014,South East Europe,133.0
1745,2014,South West Asia,172.0
1746,2014,South West Europe,115.0
1747,2014,Southern Africa,108.0
1748,2014,Southern Europe,40.0
1749,2014,West Indies,67.0
1750,2014,Western Africa,12.0
1751,2014,Western Europe,2773.0
